[2026-07-06 20:53:57] Memory extraction started: total_records=30 output_root=/home/bowenzheng/projects/DimMemTest-test/DimMem/results/memories/run_baseline
[2026-07-06 20:53:57] [record 1/30] question_id=knowledge-update/031748ae_abs | start | done=0 failed=0 skipped=0
[2026-07-07 00:23:38] [record 21/30] question_id=single-session-user/60d45044 | windows=23 | start extraction
[2026-07-07 00:23:38] [record 21/30] question_id=single-session-user/60d45044 | window 1/23 (window_index=0) | start
[2026-07-07 00:23:38] [record 21/30] question_id=single-session-user/60d45044 | window 1/23 | attempt 1/5
[2026-07-07 00:24:12] [record 21/30] question_id=single-session-user/60d45044 | window 1/23 | done ok=True memories=10 elapsed=33.49s
[2026-07-07 00:24:12] [record 21/30] question_id=single-session-user/60d45044 | window 2/23 (window_index=1) | start
[2026-07-07 00:24:12] [record 21/30] question_id=single-session-user/60d45044 | window 2/23 | attempt 1/5
[2026-07-07 00:24:30] [record 21/30] question_id=single-session-user/60d45044 | window 2/23 | done ok=True memories=11 elapsed=18.73s
[2026-07-07 00:24:30] [record 21/30] question_id=single-session-user/60d45044 | window 3/23 (window_index=2) | start
[2026-07-07 00:24:30] [record 21/30] question_id=single-session-user/60d45044 | window 3/23 | attempt 1/5
[2026-07-07 00:24:54] [record 21/30] question_id=single-session-user/60d45044 | window 3/23 | done ok=True memories=5 elapsed=23.43s
[2026-07-07 00:24:54] [record 21/30] question_id=single-session-user/60d45044 | window 4/23 (window_index=3) | start
[2026-07-07 00:24:54] [record 21/30] question_id=single-session-user/60d45044 | window 4/23 | attempt 1/5
[2026-07-07 00:25:25] [record 21/30] question_id=single-session-user/60d45044 | window 4/23 | done ok=True memories=9 elapsed=30.80s
[2026-07-07 00:25:25] [record 21/30] question_id=single-session-user/60d45044 | window 5/23 (window_index=4) | start
[2026-07-07 00:25:25] [record 21/30] question_id=single-session-user/60d45044 | window 5/23 | attempt 1/5
[2026-07-07 00:25:59] [record 21/30] question_id=single-session-user/60d45044 | window 5/23 | done ok=True memories=12 elapsed=34.42s
[2026-07-07 00:25:59] [record 21/30] question_id=single-session-user/60d45044 | window 6/23 (window_index=5) | start
[2026-07-07 00:25:59] [record 21/30] question_id=single-session-user/60d45044 | window 6/23 | attempt 1/5
[2026-07-07 00:26:35] [record 21/30] question_id=single-session-user/60d45044 | window 6/23 | done ok=True memories=6 elapsed=36.09s
[2026-07-07 00:26:35] [record 21/30] question_id=single-session-user/60d45044 | window 7/23 (window_index=6) | start
[2026-07-07 00:26:35] [record 21/30] question_id=single-session-user/60d45044 | window 7/23 | attempt 1/5
[2026-07-07 00:27:17] [record 21/30] question_id=single-session-user/60d45044 | window 7/23 | done ok=True memories=4 elapsed=41.48s
[2026-07-07 00:27:17] [record 21/30] question_id=single-session-user/60d45044 | window 8/23 (window_index=7) | start
[2026-07-07 00:27:17] [record 21/30] question_id=single-session-user/60d45044 | window 8/23 | attempt 1/5
[2026-07-07 00:27:47] [record 21/30] question_id=single-session-user/60d45044 | window 8/23 | done ok=True memories=11 elapsed=30.67s
[2026-07-07 00:27:47] [record 21/30] question_id=single-session-user/60d45044 | window 9/23 (window_index=8) | start
[2026-07-07 00:27:47] [record 21/30] question_id=single-session-user/60d45044 | window 9/23 | attempt 1/5
[2026-07-07 00:28:18] [record 21/30] question_id=single-session-user/60d45044 | window 9/23 | done ok=True memories=4 elapsed=30.26s
[2026-07-07 00:28:18] [record 21/30] question_id=single-session-user/60d45044 | window 10/23 (window_index=9) | start
[2026-07-07 00:28:18] [record 21/30] question_id=single-session-user/60d45044 | window 10/23 | attempt 1/5
[2026-07-07 00:28:43] [record 21/30] question_id=single-session-user/60d45044 | window 10/23 | done ok=True memories=5 elapsed=25.72s
[2026-07-07 00:28:43] [record 21/30] question_id=single-session-user/60d45044 | window 11/23 (window_index=10) | start
[2026-07-07 00:28:43] [record 21/30] question_id=single-session-user/60d45044 | window 11/23 | attempt 1/5
[2026-07-07 00:29:08] [record 21/30] question_id=single-session-user/60d45044 | window 11/23 | done ok=True memories=5 elapsed=24.83s
[2026-07-07 00:29:08] [record 21/30] question_id=single-session-user/60d45044 | window 12/23 (window_index=11) | start
[2026-07-07 00:29:08] [record 21/30] question_id=single-session-user/60d45044 | window 12/23 | attempt 1/5
[2026-07-07 00:29:43] [record 21/30] question_id=single-session-user/60d45044 | window 12/23 | done ok=True memories=11 elapsed=34.46s
[2026-07-07 00:29:43] [record 21/30] question_id=single-session-user/60d45044 | window 13/23 (window_index=12) | start
[2026-07-07 00:29:43] [record 21/30] question_id=single-session-user/60d45044 | window 13/23 | attempt 1/5
[2026-07-07 00:29:59] [record 21/30] question_id=single-session-user/60d45044 | window 13/23 | done ok=True memories=3 elapsed=15.91s
[2026-07-07 00:29:59] [record 21/30] question_id=single-session-user/60d45044 | window 14/23 (window_index=13) | start
[2026-07-07 00:29:59] [record 21/30] question_id=single-session-user/60d45044 | window 14/23 | attempt 1/5
[2026-07-07 00:30:14] [record 21/30] question_id=single-session-user/60d45044 | window 14/23 | done ok=True memories=2 elapsed=15.18s
[2026-07-07 00:30:14] [record 21/30] question_id=single-session-user/60d45044 | window 15/23 (window_index=14) | start
[2026-07-07 00:30:14] [record 21/30] question_id=single-session-user/60d45044 | window 15/23 | attempt 1/5
[2026-07-07 00:30:48] [record 21/30] question_id=single-session-user/60d45044 | window 15/23 | done ok=True memories=8 elapsed=34.72s
[2026-07-07 00:30:48] [record 21/30] question_id=single-session-user/60d45044 | window 16/23 (window_index=15) | start
[2026-07-07 00:30:48] [record 21/30] question_id=single-session-user/60d45044 | window 16/23 | attempt 1/5
[2026-07-07 00:31:31] [record 21/30] question_id=single-session-user/60d45044 | window 16/23 | done ok=True memories=14 elapsed=42.96s
[2026-07-07 00:31:31] [record 21/30] question_id=single-session-user/60d45044 | window 17/23 (window_index=16) | start
[2026-07-07 00:31:31] [record 21/30] question_id=single-session-user/60d45044 | window 17/23 | attempt 1/5
[2026-07-07 00:32:07] [record 21/30] question_id=single-session-user/60d45044 | window 17/23 | done ok=True memories=6 elapsed=35.85s
[2026-07-07 00:32:07] [record 21/30] question_id=single-session-user/60d45044 | window 18/23 (window_index=17) | start
[2026-07-07 00:32:07] [record 21/30] question_id=single-session-user/60d45044 | window 18/23 | attempt 1/5
[2026-07-07 00:32:32] [record 21/30] question_id=single-session-user/60d45044 | window 18/23 | done ok=True memories=8 elapsed=24.59s
[2026-07-07 00:32:32] [record 21/30] question_id=single-session-user/60d45044 | window 19/23 (window_index=18) | start
[2026-07-07 00:32:32] [record 21/30] question_id=single-session-user/60d45044 | window 19/23 | attempt 1/5
[2026-07-07 00:32:55] [record 21/30] question_id=single-session-user/60d45044 | window 19/23 | done ok=True memories=5 elapsed=23.12s
[2026-07-07 00:32:55] [record 21/30] question_id=single-session-user/60d45044 | window 20/23 (window_index=19) | start
[2026-07-07 00:32:55] [record 21/30] question_id=single-session-user/60d45044 | window 20/23 | attempt 1/5
[2026-07-07 00:33:15] [record 21/30] question_id=single-session-user/60d45044 | window 20/23 | done ok=True memories=6 elapsed=20.25s
[2026-07-07 00:33:15] [record 21/30] question_id=single-session-user/60d45044 | window 21/23 (window_index=20) | start
[2026-07-07 00:33:15] [record 21/30] question_id=single-session-user/60d45044 | window 21/23 | attempt 1/5
[2026-07-07 00:33:54] [record 21/30] question_id=single-session-user/60d45044 | window 21/23 | done ok=True memories=6 elapsed=39.00s
[2026-07-07 00:33:54] [record 21/30] question_id=single-session-user/60d45044 | window 22/23 (window_index=21) | start
[2026-07-07 00:33:54] [record 21/30] question_id=single-session-user/60d45044 | window 22/23 | attempt 1/5
[2026-07-07 00:34:15] [record 21/30] question_id=single-session-user/60d45044 | window 22/23 | done ok=True memories=5 elapsed=20.84s
[2026-07-07 00:34:15] [record 21/30] question_id=single-session-user/60d45044 | window 23/23 (window_index=22) | start
[2026-07-07 00:34:15] [record 21/30] question_id=single-session-user/60d45044 | window 23/23 | attempt 1/5
[2026-07-07 00:34:22] [record 21/30] question_id=single-session-user/60d45044 | window 23/23 | done ok=True memories=1 elapsed=7.17s
[2026-07-07 00:34:22] [record 21/30] question_id=single-session-user/60d45044 | finished | ok_windows=23/23 | total_memories=157
[2026-07-07 00:34:22] [record 21/30] question_id=single-session-user/60d45044 | record done | done=21/30 failed=0 skipped=0
[2026-07-07 00:34:22] [record 22/30] question_id=single-session-user/d52b4f67 | start | done=21 failed=0 skipped=0
[2026-07-07 00:34:22] [record 22/30] question_id=single-session-user/d52b4f67 | windows=20 | start extraction
[2026-07-07 00:34:22] [record 22/30] question_id=single-session-user/d52b4f67 | window 1/20 (window_index=0) | start
[2026-07-07 00:34:22] [record 22/30] question_id=single-session-user/d52b4f67 | window 1/20 | attempt 1/5
[2026-07-07 00:35:24] [record 22/30] question_id=single-session-user/d52b4f67 | window 1/20 | done ok=True memories=17 elapsed=62.15s
[2026-07-07 00:35:24] [record 22/30] question_id=single-session-user/d52b4f67 | window 2/20 (window_index=1) | start
[2026-07-07 00:35:24] [record 22/30] question_id=single-session-user/d52b4f67 | window 2/20 | attempt 1/5
[2026-07-07 00:36:03] [record 22/30] question_id=single-session-user/d52b4f67 | window 2/20 | done ok=True memories=4 elapsed=38.93s
[2026-07-07 00:36:03] [record 22/30] question_id=single-session-user/d52b4f67 | window 3/20 (window_index=2) | start
[2026-07-07 00:36:03] [record 22/30] question_id=single-session-user/d52b4f67 | window 3/20 | attempt 1/5
[2026-07-07 00:36:56] [record 22/30] question_id=single-session-user/d52b4f67 | window 3/20 | done ok=True memories=7 elapsed=52.40s
[2026-07-07 00:36:56] [record 22/30] question_id=single-session-user/d52b4f67 | window 4/20 (window_index=3) | start
[2026-07-07 00:36:56] [record 22/30] question_id=single-session-user/d52b4f67 | window 4/20 | attempt 1/5
[2026-07-07 00:37:30] [record 22/30] question_id=single-session-user/d52b4f67 | window 4/20 | done ok=True memories=7 elapsed=34.69s
[2026-07-07 00:37:30] [record 22/30] question_id=single-session-user/d52b4f67 | window 5/20 (window_index=4) | start
[2026-07-07 00:37:30] [record 22/30] question_id=single-session-user/d52b4f67 | window 5/20 | attempt 1/5
[2026-07-07 00:38:09] [record 22/30] question_id=single-session-user/d52b4f67 | window 5/20 | done ok=True memories=9 elapsed=38.24s
[2026-07-07 00:38:09] [record 22/30] question_id=single-session-user/d52b4f67 | window 6/20 (window_index=5) | start
[2026-07-07 00:38:09] [record 22/30] question_id=single-session-user/d52b4f67 | window 6/20 | attempt 1/5
[2026-07-07 00:38:24] [record 22/30] question_id=single-session-user/d52b4f67 | window 6/20 | done ok=True memories=3 elapsed=15.35s
[2026-07-07 00:38:24] [record 22/30] question_id=single-session-user/d52b4f67 | window 7/20 (window_index=6) | start
[2026-07-07 00:38:24] [record 22/30] question_id=single-session-user/d52b4f67 | window 7/20 | attempt 1/5
[2026-07-07 00:38:47] [record 22/30] question_id=single-session-user/d52b4f67 | window 7/20 | done ok=True memories=3 elapsed=22.89s
[2026-07-07 00:38:47] [record 22/30] question_id=single-session-user/d52b4f67 | window 8/20 (window_index=7) | start
[2026-07-07 00:38:47] [record 22/30] question_id=single-session-user/d52b4f67 | window 8/20 | attempt 1/5
[2026-07-07 00:39:27] [record 22/30] question_id=single-session-user/d52b4f67 | window 8/20 | done ok=True memories=9 elapsed=39.77s
[2026-07-07 00:39:27] [record 22/30] question_id=single-session-user/d52b4f67 | window 9/20 (window_index=8) | start
[2026-07-07 00:39:27] [record 22/30] question_id=single-session-user/d52b4f67 | window 9/20 | attempt 1/5
[2026-07-07 00:40:03] [record 22/30] question_id=single-session-user/d52b4f67 | window 9/20 | done ok=True memories=15 elapsed=36.63s
[2026-07-07 00:40:03] [record 22/30] question_id=single-session-user/d52b4f67 | window 10/20 (window_index=9) | start
[2026-07-07 00:40:03] [record 22/30] question_id=single-session-user/d52b4f67 | window 10/20 | attempt 1/5
[2026-07-07 00:40:25] [record 22/30] question_id=single-session-user/d52b4f67 | window 10/20 | done ok=True memories=4 elapsed=21.35s
[2026-07-07 00:40:25] [record 22/30] question_id=single-session-user/d52b4f67 | window 11/20 (window_index=10) | start
[2026-07-07 00:40:25] [record 22/30] question_id=single-session-user/d52b4f67 | window 11/20 | attempt 1/5
[2026-07-07 00:41:02] [record 22/30] question_id=single-session-user/d52b4f67 | window 11/20 | done ok=True memories=7 elapsed=37.39s
[2026-07-07 00:41:02] [record 22/30] question_id=single-session-user/d52b4f67 | window 12/20 (window_index=11) | start
[2026-07-07 00:41:02] [record 22/30] question_id=single-session-user/d52b4f67 | window 12/20 | attempt 1/5
[2026-07-07 00:41:35] [record 22/30] question_id=single-session-user/d52b4f67 | window 12/20 | done ok=True memories=11 elapsed=33.12s
[2026-07-07 00:41:35] [record 22/30] question_id=single-session-user/d52b4f67 | window 13/20 (window_index=12) | start
[2026-07-07 00:41:35] [record 22/30] question_id=single-session-user/d52b4f67 | window 13/20 | attempt 1/5
[2026-07-07 00:42:10] [record 22/30] question_id=single-session-user/d52b4f67 | window 13/20 | done ok=True memories=3 elapsed=34.46s
[2026-07-07 00:42:10] [record 22/30] question_id=single-session-user/d52b4f67 | window 14/20 (window_index=13) | start
[2026-07-07 00:42:10] [record 22/30] question_id=single-session-user/d52b4f67 | window 14/20 | attempt 1/5
[2026-07-07 00:42:51] [record 22/30] question_id=single-session-user/d52b4f67 | window 14/20 | done ok=True memories=7 elapsed=41.43s
[2026-07-07 00:42:51] [record 22/30] question_id=single-session-user/d52b4f67 | window 15/20 (window_index=14) | start
[2026-07-07 00:42:51] [record 22/30] question_id=single-session-user/d52b4f67 | window 15/20 | attempt 1/5
[2026-07-07 00:43:18] [record 22/30] question_id=single-session-user/d52b4f67 | window 15/20 | done ok=True memories=6 elapsed=26.57s
[2026-07-07 00:43:18] [record 22/30] question_id=single-session-user/d52b4f67 | window 16/20 (window_index=15) | start
[2026-07-07 00:43:18] [record 22/30] question_id=single-session-user/d52b4f67 | window 16/20 | attempt 1/5
[2026-07-07 00:43:43] [record 22/30] question_id=single-session-user/d52b4f67 | window 16/20 | done ok=True memories=6 elapsed=25.56s
[2026-07-07 00:43:43] [record 22/30] question_id=single-session-user/d52b4f67 | window 17/20 (window_index=16) | start
[2026-07-07 00:43:43] [record 22/30] question_id=single-session-user/d52b4f67 | window 17/20 | attempt 1/5
[2026-07-07 00:44:08] [record 22/30] question_id=single-session-user/d52b4f67 | window 17/20 | done ok=True memories=6 elapsed=24.30s
[2026-07-07 00:44:08] [record 22/30] question_id=single-session-user/d52b4f67 | window 18/20 (window_index=17) | start
[2026-07-07 00:44:08] [record 22/30] question_id=single-session-user/d52b4f67 | window 18/20 | attempt 1/5
[2026-07-07 00:45:02] [record 22/30] question_id=single-session-user/d52b4f67 | window 18/20 | done ok=True memories=18 elapsed=54.38s
[2026-07-07 00:45:02] [record 22/30] question_id=single-session-user/d52b4f67 | window 19/20 (window_index=18) | start
